payment_id,subscription_id,paid_at,amount,currency,payment_status
P001634,S00144,2024-10-17 11:15:00,299.0,PHP,FAILED
P002053,S00179,2024-10-17 15:16:00,899.0,PHP,SUCCESS
P004011,S00353,2024-10-17 15:24:00,899.0,PHP,SUCCESS
P006958,S00595,2024-10-17 16:02:00,299.0,PHP,FAILED
P004159,S00365,2024-10-17 20:55:00,299.0,PHP,SUCCESS
P004822,S00421,2024-10-17 21:47:00,-1299.0,PHP,REFUNDED
P007770,S00673,2024-10-18 03:02:00,899.0,PHP,SUCCESS
P007096,S00609,2024-10-18 07:42:00,1299.0,PHP,FAILED
P000519,S00045,2024-10-18 11:37:00,899.0,PHP,SUCCESS
P006932,S00591,2024-10-18 13:44:00,299.0,PHP,SUCCESS
P008418,S00725,2024-10-18 14:11:00,299.0,PHP,SUCCESS
P003396,S00300,2024-10-18 14:50:00,16.22,USD,SUCCESS
P001019,S00092,2024-10-18 15:44:00,899.0,PHP,SUCCESS
P003387,S00299,2024-10-18 16:45:00,499.0,PHP,SUCCESS
P006194,S00532,2024-10-18 18:38:00,4.71,USD,SUCCESS
P009279,S00794,2024-10-18 22:50:00,299.0,PHP,FAILED
P002713,S00238,2024-10-18 23:00:00,899.0,PHP,SUCCESS
P005236,S00458,2024-10-19 01:12:00,499.0,PHP,SUCCESS
P004963,S00433,2024-10-19 02:30:00,299.0,PHP,SUCCESS
P000446,S00041,2024-10-19 03:02:00,299.0,PHP,SUCCESS
P005105,S00445,2024-10-19 03:09:00,299.0,PHP,SUCCESS
P007962,S00689,2024-10-19 04:17:00,899.0,PHP,SUCCESS
P008240,S00711,2024-10-19 04:31:00,1299.0,PHP,SUCCESS
P008228,S00710,2024-10-19 05:00:00,899.0,PHP,SUCCESS
P005508,S00477,2024-10-19 05:06:00,299.0,PHP,FAILED
P003431,S00302,2024-10-19 05:53:00,899.0,PHP,SUCCESS
P007862,S00681,2024-10-19 06:30:00,299.0,PHP,SUCCESS
P009200,S00786,2024-10-19 08:30:00,299.0,PHP,SUCCESS
P001372,S00123,2024-10-19 09:08:00,5.26,USD,FAILED
P004578,S00399,2024-10-19 10:25:00,899.0,PHP,SUCCESS
P002124,S00185,2024-10-19 11:17:00,299.0,PHP,SUCCESS
P003224,S00287,2024-10-19 11:38:00,499.0,PHP,SUCCESS
P005423,S00471,2024-10-19 12:36:00,-499.0,PHP,REFUNDED
P005673,S00492,2024-10-19 14:18:00,16.2,USD,SUCCESS
P007302,S00629,2024-10-19 17:16:00,499.0,PHP,SUCCESS
P000790,S00072,2024-10-19 18:17:00,899.0,PHP,SUCCESS
P006458,S00554,2024-10-19 21:44:00,299.0,PHP,SUCCESS
P008757,S00748,2024-10-19 21:46:00,299.0,PHP,SUCCESS
P003243,S00289,2024-10-19 22:27:00,5.18,USD,SUCCESS
P009327,S00798,2024-10-20 00:04:00,899.0,PHP,SUCCESS
P001907,S00168,2024-10-20 00:42:00,899.0,PHP,SUCCESS
P007264,S00625,2024-10-20 01:25:00,499.0,PHP,SUCCESS
P006035,S00519,2024-10-20 07:48:00,299.0,PHP,SUCCESS
P004888,S00428,2024-10-20 11:06:00,299.0,PHP,SUCCESS
P003417,S00301,2024-10-20 11:44:00,299.0,PHP,SUCCESS
P007388,S00637,2024-10-20 13:04:00,1299.0,PHP,SUCCESS
P001081,S00097,2024-10-20 15:04:00,499.0,PHP,SUCCESS
P004185,S00367,2024-10-20 20:55:00,299.0,PHP,SUCCESS
P007734,S00671,2024-10-20 22:33:00,299.0,PHP,SUCCESS
P005223,S00457,2024-10-21 00:26:00,499.0,PHP,SUCCESS
P006446,S00553,2024-10-21 02:12:00,-1299.0,PHP,REFUNDED
P000168,S00017,2024-10-21 02:35:00,899.0,PHP,FAILED
P003277,S00292,2024-10-21 05:21:00,899.0,PHP,SUCCESS
P002720,S00239,2024-10-21 07:55:00,499.0,PHP,SUCCESS
P008042,S00695,2024-10-21 08:19:00,499.0,PHP,SUCCESS
P002830,S00251,2024-10-21 11:39:00,299.0,PHP,SUCCESS
P005687,S00494,2024-10-21 13:41:00,499.0,PHP,SUCCESS
P003037,S00268,2024-10-21 14:52:00,899.0,PHP,SUCCESS
P002684,S00236,2024-10-21 15:12:00,16.36,USD,SUCCESS
P000369,S00033,2024-10-21 18:28:00,1299.0,PHP,SUCCESS
P007423,S00640,2024-10-21 18:58:00,8.84,USD,SUCCESS
P004279,S00372,2024-10-21 22:03:00,299.0,PHP,SUCCESS
P003909,S00344,2024-10-22 00:47:00,1299.0,PHP,SUCCESS
P006517,S00559,2024-10-22 01:27:00,899.0,PHP,SUCCESS
P008511,S00732,2024-10-22 05:30:00,299.0,PHP,SUCCESS
P006617,S00567,2024-10-22 10:46:00,499.0,PHP,SUCCESS
P003686,S00320,2024-10-22 11:43:00,299.0,PHP,SUCCESS
P000498,S00043,2024-10-22 12:07:00,299.0,PHP,SUCCESS
P000141,S00014,2024-10-22 17:46:00,499.0,PHP,SUCCESS
P006694,S00575,2024-10-22 18:03:00,4.93,USD,SUCCESS
P004526,S00395,2024-10-22 20:27:00,299.0,PHP,SUCCESS
P006684,S00574,2024-10-22 21:23:00,299.0,PHP,SUCCESS
P009033,S00770,2024-10-22 22:05:00,299.0,PHP,FAILED
P004317,S00375,2024-10-22 22:43:00,299.0,PHP,SUCCESS
P007434,S00641,2024-10-23 00:07:00,299.0,PHP,SUCCESS
P004922,S00430,2024-10-23 02:18:00,499.0,PHP,SUCCESS
P009264,S00793,2024-10-23 03:02:00,499.0,PHP,SUCCESS
P002337,S00200,2024-10-23 07:05:00,299.0,PHP,SUCCESS
P003555,S00311,2024-10-23 08:11:00,299.0,PHP,SUCCESS
P006533,S00561,2024-10-23 18:46:00,899.0,PHP,SUCCESS
P004724,S00411,2024-10-23 20:14:00,299.0,PHP,SUCCESS
P005315,S00464,2024-10-23 21:47:00,299.0,PHP,SUCCESS
P009185,S00785,2024-10-24 00:44:00,1299.0,PHP,SUCCESS
P005900,S00510,2024-10-24 00:45:00,299.0,PHP,FAILED
P003318,S00295,2024-10-24 01:32:00,299.0,PHP,SUCCESS
P004502,S00393,2024-10-24 08:36:00,299.0,PHP,SUCCESS
P005655,S00491,2024-10-24 09:34:00,299.0,PHP,SUCCESS
P002586,S00227,2024-10-24 10:51:00,499.0,PHP,SUCCESS
P008475,S00728,2024-10-24 12:57:00,899.0,PHP,SUCCESS
P006391,S00550,2024-10-24 14:18:00,-299.0,PHP,REFUNDED
P007602,S00660,2024-10-24 17:18:00,899.0,PHP,FAILED
P005741,S00498,2024-10-24 18:19:00,299.0,PHP,SUCCESS
P008652,S00741,2024-10-24 19:18:00,299.0,PHP,SUCCESS
P005252,S00460,2024-10-24 19:58:00,1299.0,PHP,SUCCESS
P000400,S00036,2024-10-24 21:58:00,299.0,PHP,SUCCESS
P006582,S00564,2024-10-24 22:41:00,1299.0,PHP,SUCCESS
P008559,S00735,2024-10-25 00:14:00,499.0,PHP,SUCCESS
P000408,S00037,2024-10-25 01:11:00,-299.0,PHP,REFUNDED
P001255,S00111,2024-10-25 01:26:00,499.0,PHP,SUCCESS
P003616,S00314,2024-10-25 02:45:00,299.0,PHP,SUCCESS
P008879,S00758,2024-10-25 08:23:00,299.0,PHP,SUCCESS
P006547,S00562,2024-10-25 08:37:00,1299.0,PHP,SUCCESS
P002973,S00262,2024-10-25 09:26:00,299.0,PHP,SUCCESS
P005121,S00447,2024-10-25 10:47:00,5.86,USD,SUCCESS
P009296,S00797,2024-10-25 17:30:00,-299.0,PHP,REFUNDED
P004179,S00366,2024-10-25 22:32:00,499.0,PHP,SUCCESS
P002607,S00228,2024-10-25 22:57:00,499.0,PHP,FAILED
P006574,S00563,2024-10-26 00:28:00,899.0,PHP,SUCCESS
P009095,S00778,2024-10-26 01:02:00,299.0,PHP,SUCCESS
P001525,S00135,2024-10-26 01:10:00,299.0,PHP,SUCCESS
P007270,S00626,2024-10-26 03:11:00,9.22,USD,SUCCESS
P007399,S00638,2024-10-26 03:57:00,9.66,USD,SUCCESS
P005533,S00480,2024-10-26 05:04:00,299.0,PHP,SUCCESS
P001799,S00160,2024-10-26 07:18:00,499.0,PHP,SUCCESS
P007018,S00603,2024-10-26 07:29:00,899.0,PHP,SUCCESS
P003583,S00313,2024-10-26 13:38:00,899.0,PHP,FAILED
P002327,S00199,2024-10-26 15:30:00,17.16,USD,SUCCESS
P002166,S00187,2024-10-26 17:15:00,299.0,PHP,SUCCESS
P004622,S00402,2024-10-26 17:30:00,299.0,PHP,SUCCESS
P009072,S00775,2024-10-26 20:51:00,299.0,PHP,SUCCESS
P001743,S00154,2024-10-26 22:46:00,299.0,PHP,SUCCESS
P007714,S00670,2024-10-26 23:36:00,299.0,PHP,SUCCESS
P004650,S00406,2024-10-27 00:17:00,899.0,PHP,SUCCESS
P003931,S00346,2024-10-27 00:38:00,299.0,PHP,SUCCESS
P007199,S00620,2024-10-27 02:14:00,5.56,USD,SUCCESS
P008153,S00704,2024-10-27 02:28:00,299.0,PHP,SUCCESS
P003464,S00304,2024-10-27 03:03:00,299.0,PHP,SUCCESS
P001342,S00120,2024-10-27 06:50:00,299.0,PHP,SUCCESS
P003823,S00336,2024-10-27 08:29:00,899.0,PHP,SUCCESS
P000562,S00048,2024-10-27 09:44:00,299.0,PHP,SUCCESS
P007238,S00623,2024-10-27 10:42:00,299.0,PHP,SUCCESS
P000756,S00069,2024-10-27 12:19:00,299.0,PHP,SUCCESS
P004774,S00416,2024-10-27 16:40:00,899.0,PHP,SUCCESS
P005214,S00456,2024-10-27 18:18:00,22.74,USD,SUCCESS
P005884,S00509,2024-10-27 18:34:00,499.0,PHP,SUCCESS
P001230,S00110,2024-10-27 19:21:00,499.0,PHP,SUCCESS
P003361,S00298,2024-10-27 20:31:00,15.42,USD,SUCCESS
P003866,S00339,2024-10-27 23:35:00,299.0,PHP,SUCCESS
P001919,S00169,2024-11-01 00:37:00,299.0,PHP,SUCCESS
P005509,S00477,2024-11-01 01:12:00,299.0,PHP,SUCCESS
P006833,S00584,2024-11-01 02:00:00,299.0,PHP,SUCCESS
P005948,S00513,2024-11-01 02:21:00,499.0,PHP,SUCCESS
P000409,S00037,2024-11-01 03:21:00,5.32,USD,SUCCESS
P005237,S00458,2024-11-01 07:02:00,499.0,PHP,FAILED
P007435,S00641,2024-11-01 08:05:00,299.0,PHP,SUCCESS
P004474,S00392,2024-11-01 09:29:00,299.0,PHP,SUCCESS
P005424,S00471,2024-11-01 10:49:00,499.0,PHP,SUCCESS
P006548,S00562,2024-11-01 11:21:00,1299.0,PHP,SUCCESS
P001392,S00125,2024-11-01 13:23:00,299.0,PHP,SUCCESS
P009265,S00793,2024-11-01 16:18:00,-499.0,PHP,REFUNDED
P006804,S00582,2024-11-02 02:22:00,499.0,PHP,SUCCESS
P003539,S00310,2024-11-02 03:32:00,899.0,PHP,SUCCESS
P000142,S00014,2024-11-02 07:13:00,499.0,PHP,SUCCESS
P006017,S00517,2024-11-02 10:36:00,299.0,PHP,SUCCESS
P007271,S00626,2024-11-02 11:43:00,499.0,PHP,SUCCESS
P002550,S00224,2024-11-02 16:55:00,1299.0,PHP,SUCCESS
P007424,S00640,2024-11-02 17:34:00,499.0,PHP,SUCCESS
P006202,S00534,2024-11-02 17:55:00,24.07,USD,SUCCESS
P002007,S00176,2024-11-02 18:25:00,299.0,PHP,SUCCESS
P005363,S00467,2024-11-02 20:54:00,499.0,PHP,SUCCESS
P007219,S00622,2024-11-02 21:05:00,299.0,PHP,SUCCESS
P000336,S00031,2024-11-02 21:56:00,299.0,PHP,FAILED
P008526,S00733,2024-11-02 22:14:00,299.0,PHP,SUCCESS
P008619,S00739,2024-11-02 22:27:00,299.0,PHP,FAILED
P001343,S00120,2024-11-03 00:38:00,4.95,USD,SUCCESS
P003465,S00304,2024-11-03 02:36:00,299.0,PHP,SUCCESS
P008545,S00734,2024-11-03 04:29:00,299.0,PHP,FAILED
P007620,S00663,2024-11-03 06:37:00,499.0,PHP,SUCCESS
P007735,S00671,2024-11-03 07:54:00,299.0,PHP,SUCCESS
P005656,S00491,2024-11-03 12:59:00,299.0,PHP,SUCCESS
P000472,S00042,2024-11-03 13:44:00,1299.0,PHP,SUCCESS
P009201,S00786,2024-11-03 15:23:00,299.0,PHP,SUCCESS
P004579,S00399,2024-11-03 15:41:00,899.0,PHP,SUCCESS
P002974,S00262,2024-11-03 19:40:00,5.29,USD,SUCCESS
P006104,S00524,2024-11-04 00:12:00,-899.0,PHP,REFUNDED
P006475,S00555,2024-11-04 03:47:00,299.0,PHP,SUCCESS
P002906,S00258,2024-11-04 08:56:00,5.84,USD,SUCCESS
P009122,S00779,2024-11-04 12:30:00,299.0,PHP,SUCCESS
P008332,S00720,2024-11-04 13:23:00,-499.0,PHP,REFUNDED
P005352,S00466,2024-11-04 14:38:00,499.0,PHP,SUCCESS
P000401,S00036,2024-11-04 15:25:00,299.0,PHP,SUCCESS
P002745,S00242,2024-11-04 15:42:00,499.0,PHP,SUCCESS
P000447,S00041,2024-11-04 18:52:00,299.0,PHP,FAILED
P002781,S00246,2024-11-04 19:41:00,299.0,PHP,FAILED
P000883,S00078,2024-11-04 20:29:00,899.0,PHP,SUCCESS
P004889,S00428,2024-11-04 21:09:00,299.0,PHP,SUCCESS
P003830,S00337,2024-11-05 10:08:00,299.0,PHP,SUCCESS
P007560,S00657,2024-11-05 10:21:00,16.58,USD,SUCCESS
P006036,S00519,2024-11-05 10:49:00,299.0,PHP,SUCCESS
P008900,S00760,2024-11-05 14:01:00,299.0,PHP,SUCCESS
P008482,S00729,2024-11-05 18:03:00,1299.0,PHP,SUCCESS
P005901,S00510,2024-11-05 18:28:00,299.0,PHP,SUCCESS
P005224,S00457,2024-11-05 19:53:00,499.0,PHP,SUCCESS
P005002,S00436,2024-11-05 19:54:00,1299.0,PHP,SUCCESS
P008503,S00730,2024-11-06 01:18:00,899.0,PHP,SUCCESS
P005483,S00475,2024-11-06 01:55:00,299.0,PHP,SUCCESS
P004061,S00356,2024-11-06 02:58:00,299.0,PHP,SUCCESS
P007826,S00679,2024-11-06 04:33:00,299.0,PHP,SUCCESS
P003460,S00303,2024-11-06 04:38:00,299.0,PHP,SUCCESS
P007799,S00676,2024-11-06 09:46:00,299.0,PHP,SUCCESS
P003803,S00332,2024-11-06 10:04:00,299.0,PHP,SUCCESS
P007663,S00665,2024-11-06 13:32:00,899.0,PHP,SUCCESS
P006583,S00564,2024-11-06 13:58:00,1299.0,PHP,SUCCESS
P007981,S00690,2024-11-06 14:04:00,299.0,PHP,SUCCESS
P005106,S00445,2024-11-06 15:12:00,299.0,PHP,SUCCESS
P003225,S00287,2024-11-06 16:48:00,499.0,PHP,SUCCESS
P004539,S00396,2024-11-06 20:38:00,299.0,PHP,SUCCESS
P005338,S00465,2024-11-07 00:38:00,299.0,PHP,SUCCESS
P006244,S00538,2024-11-07 00:51:00,299.0,PHP,SUCCESS
P001194,S00107,2024-11-07 01:21:00,899.0,PHP,SUCCESS
P000533,S00047,2024-11-07 05:18:00,299.0,PHP,SUCCESS
P009289,S00796,2024-11-07 05:42:00,499.0,PHP,SUCCESS
P005969,S00514,2024-11-07 05:43:00,299.0,PHP,SUCCESS
P007771,S00673,2024-11-07 06:17:00,899.0,PHP,SUCCESS
P008043,S00695,2024-11-07 08:13:00,8.81,USD,FAILED
P009280,S00794,2024-11-07 09:48:00,299.0,PHP,SUCCESS
P000716,S00067,2024-11-07 10:43:00,299.0,PHP,SUCCESS
P004238,S00370,2024-11-07 12:57:00,299.0,PHP,SUCCESS
P001954,S00171,2024-11-07 13:33:00,899.0,PHP,SUCCESS
P004028,S00354,2024-11-07 15:00:00,499.0,PHP,SUCCESS
P000757,S00069,2024-11-07 16:32:00,299.0,PHP,SUCCESS
P007880,S00683,2024-11-07 17:07:00,499.0,PHP,SUCCESS
P005936,S00512,2024-11-07 17:45:00,299.0,PHP,SUCCESS
P004284,S00373,2024-11-08 00:18:00,899.0,PHP,SUCCESS
P002360,S00202,2024-11-08 05:31:00,299.0,PHP,SUCCESS
P006110,S00525,2024-11-08 06:36:00,1299.0,PHP,SUCCESS
P005688,S00494,2024-11-08 08:52:00,499.0,PHP,SUCCESS
P006330,S00546,2024-11-08 17:41:00,299.0,PHP,SUCCESS
P007508,S00651,2024-11-08 21:35:00,499.0,PHP,SUCCESS
P000742,S00068,2024-11-09 01:40:00,299.0,PHP,SUCCESS
P004828,S00422,2024-11-09 02:03:00,299.0,PHP,FAILED
P003418,S00301,2024-11-09 02:55:00,299.0,PHP,SUCCESS
P007303,S00629,2024-11-09 04:48:00,499.0,PHP,SUCCESS
P006362,S00548,2024-11-09 06:55:00,1299.0,PHP,SUCCESS
P001556,S00137,2024-11-09 07:36:00,299.0,PHP,FAILED
P001415,S00127,2024-11-09 08:17:00,499.0,PHP,SUCCESS
P008758,S00748,2024-11-09 10:05:00,299.0,PHP,SUCCESS
P003362,S00298,2024-11-09 10:19:00,899.0,PHP,SUCCESS
P004012,S00353,2024-11-09 13:16:00,899.0,PHP,SUCCESS
P002986,S00263,2024-11-09 14:13:00,-499.0,PHP,REFUNDED
P002810,S00250,2024-11-09 16:49:00,299.0,PHP,SUCCESS
P008993,S00768,2024-11-09 17:06:00,499.0,PHP,SUCCESS
P001211,S00109,2024-11-09 19:00:00,499.0,PHP,FAILED
P003584,S00313,2024-11-09 19:22:00,899.0,PHP,SUCCESS
P008799,S00751,2024-11-09 22:10:00,1299.0,PHP,SUCCESS
P007200,S00620,2024-11-09 22:20:00,299.0,PHP,SUCCESS
P004339,S00376,2024-11-09 23:31:00,899.0,PHP,SUCCESS
P005286,S00462,2024-11-10 00:17:00,1299.0,PHP,SUCCESS
P005601,S00486,2024-11-10 00:42:00,899.0,PHP,SUCCESS
P000246,S00024,2024-11-10 02:25:00,299.0,PHP,SUCCESS
P004801,S00419,2024-11-10 03:00:00,499.0,PHP,SUCCESS
P003506,S00307,2024-11-10 03:25:00,5.71,USD,SUCCESS
P007932,S00687,2024-11-10 07:42:00,899.0,PHP,SUCCESS
P000169,S00017,2024-11-10 08:22:00,899.0,PHP,SUCCESS
P001231,S00110,2024-11-10 10:31:00,499.0,PHP,SUCCESS
P001020,S00092,2024-11-10 10:50:00,899.0,PHP,SUCCESS
P001818,S00161,2024-11-10 20:00:00,499.0,PHP,SUCCESS
P003514,S00308,2024-11-10 21:14:00,299.0,PHP,SUCCESS
P005253,S00460,2024-11-10 21:37:00,1299.0,PHP,SUCCESS
P001455,S00130,2024-11-10 22:56:00,299.0,PHP,SUCCESS
P003066,S00270,2024-11-10 23:27:00,899.0,PHP,SUCCESS
P006813,S00583,2024-11-11 02:31:00,299.0,PHP,SUCCESS
P007253,S00624,2024-11-11 02:36:00,499.0,PHP,SUCCESS
P001610,S00143,2024-11-11 03:21:00,899.0,PHP,SUCCESS
P008594,S00738,2024-11-11 05:56:00,499.0,PHP,SUCCESS
P001204,S00108,2024-11-11 08:32:00,8.5,USD,SUCCESS
P006316,S00544,2024-11-11 10:43:00,299.0,PHP,SUCCESS
P004211,S00369,2024-11-11 11:59:00,499.0,PHP,SUCCESS
P002930,S00260,2024-11-11 12:52:00,5.99,USD,SUCCESS
P003526,S00309,2024-11-11 14:04:00,299.0,PHP,SUCCESS
P000817,S00074,2024-11-11 15:06:00,8.77,USD,SUCCESS
P004386,S00379,2024-11-11 16:37:00,-1299.0,PHP,REFUNDED
P005316,S00464,2024-11-11 17:06:00,299.0,PHP,SUCCESS
P001505,S00134,2024-11-11 18:21:00,499.0,PHP,SUCCESS
P004041,S00355,2024-11-11 19:24:00,299.0,PHP,SUCCESS
P008560,S00735,2024-11-11 20:47:00,499.0,PHP,SUCCESS
P007538,S00655,2024-11-11 21:22:00,899.0,PHP,SUCCESS
P002831,S00251,2024-11-11 21:56:00,299.0,PHP,SUCCESS
P004101,S00359,2024-11-12 04:23:00,299.0,PHP,SUCCESS
P004139,S00362,2024-11-12 09:58:00,899.0,PHP,SUCCESS
P004559,S00398,2024-11-12 19:32:00,299.0,PHP,SUCCESS
P007145,S00614,2024-11-12 19:53:00,299.0,PHP,SUCCESS
P005407,S00470,2024-11-12 20:07:00,899.0,PHP,SUCCESS
P001057,S00095,2024-11-12 20:22:00,299.0,PHP,SUCCESS
P007603,S00660,2024-11-12 20:30:00,899.0,PHP,SUCCESS
P008653,S00741,2024-11-12 23:05:00,299.0,PHP,FAILED
P000003,S00001,2024-11-13 07:23:00,299.0,PHP,SUCCESS
P005583,S00483,2024-11-13 07:23:00,499.0,PHP,SUCCESS
P000370,S00033,2024-11-13 09:22:00,1299.0,PHP,SUCCESS
P003019,S00267,2024-11-13 11:23:00,299.0,PHP,SUCCESS
P007863,S00681,2024-11-13 12:06:00,299.0,PHP,SUCCESS
P003636,S00316,2024-11-13 14:21:00,899.0,PHP,SUCCESS
P001685,S00150,2024-11-13 16:59:00,299.0,PHP,SUCCESS
P004361,S00377,2024-11-13 17:16:00,499.0,PHP,SUCCESS
P002016,S00177,2024-11-13 17:51:00,23.41,USD,SUCCESS
P008154,S00704,2024-11-13 19:53:00,299.0,PHP,SUCCESS
P007813,S00677,2024-11-13 20:02:00,299.0,PHP,SUCCESS
P003237,S00288,2024-11-13 20:34:00,299.0,PHP,SUCCESS
P007639,S00664,2024-11-13 21:09:00,899.0,PHP,SUCCESS
P000829,S00075,2024-11-13 21:59:00,299.0,PHP,SUCCESS
P007097,S00609,2024-11-14 00:47:00,1299.0,PHP,SUCCESS
P002628,S00231,2024-11-14 00:58:00,299.0,PHP,SUCCESS
P000185,S00018,2024-11-14 04:15:00,899.0,PHP,SUCCESS
P001908,S00168,2024-11-14 07:50:00,899.0,PHP,SUCCESS
P006695,S00575,2024-11-14 12:07:00,299.0,PHP,SUCCESS
P003244,S00289,2024-11-14 14:05:00,299.0,PHP,SUCCESS
P005079,S00444,2024-11-14 16:18:00,299.0,PHP,FAILED
P006459,S00554,2024-11-14 17:21:00,299.0,PHP,FAILED
P006959,S00595,2024-11-14 21:28:00,299.0,PHP,SUCCESS
P000091,S00008,2024-11-14 23:08:00,899.0,PHP,SUCCESS
P005031,S00439,2024-11-15 03:05:00,499.0,PHP,FAILED
P003110,S00276,2024-11-15 07:15:00,499.0,PHP,FAILED
P006933,S00591,2024-11-15 12:23:00,299.0,PHP,SUCCESS
P009328,S00798,2024-11-15 13:12:00,16.94,USD,FAILED
P002721,S00239,2024-11-15 15:03:00,499.0,PHP,SUCCESS
P000909,S00080,2024-11-15 15:36:00,899.0,PHP,SUCCESS
P003869,S00340,2024-11-15 21:47:00,499.0,PHP,SUCCESS
P006866,S00586,2024-11-15 22:40:00,1299.0,PHP,SUCCESS
P002054,S00179,2024-11-15 23:13:00,899.0,PHP,FAILED
P002494,S00219,2024-11-16 01:30:00,5.71,USD,SUCCESS
P000111,S00012,2024-11-16 01:50:00,899.0,PHP,SUCCESS
P004072,S00357,2024-11-16 03:40:00,499.0,PHP,SUCCESS
P008476,S00728,2024-11-16 04:32:00,899.0,PHP,SUCCESS
P006074,S00523,2024-11-16 06:11:00,5.07,USD,SUCCESS
P008958,S00764,2024-11-16 07:32:00,299.0,PHP,SUCCESS
P003278,S00292,2024-11-16 09:22:00,899.0,PHP,SUCCESS
P002297,S00198,2024-11-16 13:00:00,899.0,PHP,SUCCESS
P003719,S00324,2024-11-16 14:53:00,899.0,PHP,SUCCESS
P000995,S00090,2024-11-16 15:40:00,299.0,PHP,SUCCESS
P005674,S00492,2024-11-16 16:31:00,899.0,PHP,SUCCESS
P000154,S00015,2024-11-16 19:04:00,299.0,PHP,SUCCESS
P008256,S00713,2024-11-16 21:40:00,899.0,PHP,SUCCESS
P003292,S00294,2024-11-16 22:24:00,899.0,PHP,SUCCESS
P003038,S00268,2024-11-16 22:45:00,899.0,PHP,SUCCESS
P004180,S00366,2024-11-16 22:51:00,-499.0,PHP,REFUNDED
P000023,S00003,2024-11-17 01:11:00,899.0,PHP,SUCCESS
P008940,S00763,2024-11-17 03:03:00,899.0,PHP,SUCCESS
P004823,S00421,2024-11-17 03:04:00,1299.0,PHP,SUCCESS
P002878,S00255,2024-11-17 05:57:00,5.19,USD,SUCCESS
P008097,S00700,2024-11-17 09:26:00,6.2,USD,SUCCESS
P001168,S00105,2024-11-17 12:30:00,1299.0,PHP,SUCCESS
P006711,S00576,2024-11-17 15:28:00,299.0,PHP,FAILED
P006392,S00550,2024-11-17 16:45:00,299.0,PHP,SUCCESS
P001673,S00149,2024-11-17 17:40:00,1299.0,PHP,SUCCESS
P000326,S00029,2024-11-17 19:16:00,499.0,PHP,SUCCESS
P005215,S00456,2024-11-17 21:53:00,1299.0,PHP,SUCCESS
P008241,S00711,2024-11-17 22:01:00,1299.0,PHP,SUCCESS
P008193,S00708,2024-11-17 22:16:00,8.72,USD,SUCCESS
P008229,S00710,2024-11-18 00:09:00,-899.0,PHP,REFUNDED
P005559,S00482,2024-11-18 03:37:00,499.0,PHP,SUCCESS
P006685,S00574,2024-11-18 04:55:00,299.0,PHP,SUCCESS
P008115,S00701,2024-11-18 05:44:00,299.0,PHP,SUCCESS
P005302,S00463,2024-11-18 07:37:00,499.0,PHP,SUCCESS
P008880,S00758,2024-11-18 10:03:00,299.0,PHP,SUCCESS
P008580,S00737,2024-11-18 11:16:00,299.0,PHP,SUCCESS
P008419,S00725,2024-11-18 12:56:00,299.0,PHP,SUCCESS
P006501,S00557,2024-11-18 13:26:00,1299.0,PHP,SUCCESS
P001863,S00165,2024-11-18 14:07:00,299.0,PHP,FAILED
P000803,S00073,2024-11-18 15:35:00,499.0,PHP,SUCCESS
P000206,S00019,2024-11-18 18:25:00,299.0,PHP,SUCCESS
P003190,S00283,2024-11-18 18:27:00,5.8,USD,SUCCESS
P007389,S00637,2024-11-18 20:57:00,1299.0,PHP,SUCCESS
P004186,S00367,2024-11-18 22:14:00,299.0,PHP,SUCCESS
P003910,S00344,2024-11-18 22:19:00,1299.0,PHP,SUCCESS
P000867,S00077,2024-11-18 23:20:00,5.59,USD,SUCCESS
P009297,S00797,2024-11-19 01:25:00,299.0,PHP,SUCCESS
P005534,S00480,2024-11-19 01:43:00,299.0,PHP,SUCCESS
P000312,S00028,2024-11-19 04:04:00,299.0,PHP,SUCCESS
P004725,S00411,2024-11-19 04:59:00,299.0,PHP,SUCCESS
P003569,S00312,2024-11-19 06:52:00,8.98,USD,SUCCESS
P004527,S00395,2024-11-19 07:08:00,299.0,PHP,SUCCESS
P002033,S00178,2024-11-19 12:32:00,299.0,PHP,SUCCESS
P001306,S00117,2024-11-19 13:00:00,1299.0,PHP,SUCCESS
P004913,S00429,2024-11-19 14:31:00,899.0,PHP,SUCCESS
P001564,S00138,2024-11-19 16:11:00,299.0,PHP,SUCCESS
P001693,S00151,2024-11-19 18:18:00,299.0,PHP,SUCCESS
P006277,S00542,2024-11-19 21:07:00,899.0,PHP,SUCCESS
P001721,S00153,2024-11-19 21:29:00,299.0,PHP,SUCCESS
P004160,S00365,2024-11-19 23:22:00,4.76,USD,SUCCESS
P004964,S00433,2024-11-20 03:37:00,299.0,PHP,SUCCESS
P002275,S00196,2024-11-20 05:03:00,-299.0,PHP,REFUNDED
P003556,S00311,2024-11-20 07:52:00,299.0,PHP,SUCCESS
P000502,S00044,2024-11-20 12:17:00,299.0,PHP,SUCCESS
P004651,S00406,2024-11-20 14:18:00,899.0,PHP,FAILED
P006447,S00553,2024-11-20 15:13:00,1299.0,PHP,SUCCESS
P006722,S00577,2024-11-20 17:26:00,5.11,USD,SUCCESS
P002714,S00238,2024-11-20 20:00:00,899.0,PHP,SUCCESS
P007700,S00669,2024-11-20 21:34:00,299.0,PHP,SUCCESS
P004127,S00361,2024-11-20 21:42:00,899.0,PHP,SUCCESS
